#Digilent WaveForms Network Analyzer - Bode
#Device Name: FYSE301_1
#Serial Number: SN:210321A1AD23
#Date Time: 2023-10-03 09:52:50.356
#Start: 100 Hz
#Stop: 1e+06 Hz
#Steps: 501
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.45574 V
#Offset: 0.000284467 V
#Relative: no
#Channel: Channel 2
#Range: 5.50406 V
#Offset: 0.000217557 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
124738.3514242943,0.05220249862512132,-1.935059742760372,34.7785648343968
127057.4105208542,0.06026334611868803,-1.882446624535797,34.29573822035013
129419.5841449986,0.06330812483642098,-1.831412799869983,33.81809171185807
131825.6738556407,0.05628144277144875,-1.782071554061226,33.34207019537669
134276.4961137864,0.06008293723435012,-1.73343861753998,32.85112020906521
136772.8825595849,0.05729117111110626,-1.688368007002278,32.37078958865634
139315.6802945303,0.06089847598498712,-1.640814523768333,31.89346396418179
141905.7521689093,0.06325089340921265,-1.597087486454078,31.41910974816089
144543.9770745928,0.05736300446163246,-1.553727357003692,30.96021561610574
147231.2502432719,0.06023741270155334,-1.511512752217311,30.50521138211235
149968.4835502374,0.05394640921404432,-1.471206583213142,30.04223320089927
152756.6058238073,0.06126030617886722,-1.431992466913625,29.59763681559463
155596.5631605075,0.04656739473926154,-1.391934782796349,29.15071436351576
158489.3192461114,0.05937742180556865,-1.354730521789498,28.6929563157413
161435.8556826487,0.04785195423242562,-1.316253780025667,28.24032971692339
164437.1723214932,0.05520314699263287,-1.281892020131159,27.81524856010915
167494.2876026438,0.04799834244182944,-1.246451202067316,27.37576372793463
170608.2389003124,0.05448437688748675,-1.211817791522172,26.95522438559709
173780.0828749376,0.04197522523935937,-1.178389756910458,26.54117449646043
177010.8958317422,0.0518386906470276,-1.146614479215719,26.11738544205375
180301.7740859568,0.042319654294649,-1.1153112812161,25.71005347454134
183653.8343348346,0.0522893838460127,-1.086420868647781,25.2965023286292
187068.21403658,0.04734142911222698,-1.057391716031685,24.87044939262682
190546.0717963246,0.04861466540062061,-1.027809230174696,24.47304771069809
194088.5877592777,0.04813549779096905,-1.001515355595491,24.09416071069255
197696.964011186,0.04632263808213825,-0.9729717116406147,23.68783142294723
201372.4249862388,0.02776858286927045,-0.9451387865671643,23.30873998761609
205116.2178825565,0.04619653627655081,-0.9213281305689371,22.93012164543285
208929.6130854039,0.04392226507701612,-0.8971724300548207,22.53831734706965
212813.9045982711,0.03389001869967587,-0.8739714324155516,22.17041999192708
216770.4104819694,0.04022114131889555,-0.8482388964685066,21.80415310826933
220800.4733018899,0.03836343368313921,-0.8270765806537153,21.44604409074438
224905.460583578,0.02919410269399303,-0.8041028357990323,21.08303400543427
229086.7652767772,0.03626316275006599,-0.7846904154345623,20.73031385897326
233345.8062281002,0.03255102859257568,-0.7626113872388165,20.37531147673162
237684.0286624876,0.01810246835679257,-0.7423760713626321,20.0404416613117
242102.9046736177,0.03128159239246257,-0.7242180596140223,19.69675746352104
246603.9337234339,0.02754589353984046,-0.7069236482716188,19.36320220471116
251188.643150958,0.0200052979975544,-0.6853746081794996,19.02461468037521
255858.5886905646,0.02405402920801207,-0.6703616827267136,18.70746425964242
260615.3549998895,0.02083325914680026,-0.6531042411665221,18.37320188865126
265460.5561975539,0.02071516604382703,-0.6385210835188894,18.06317634378598
270395.8364108843,0.0199256155217787,-0.6208977397974544,17.73839116781324
275422.8703338166,0.009934094002925265,-0.6061315678308054,17.43849425152692
280543.3637951713,0.01544566417419096,-0.5899797368802727,17.13173085104799
285759.0543374947,0.006618091609335784,-0.5750543832444964,16.83456731625119
291071.7118066605,0.01228789134257974,-0.5620870336120993,16.53899827979502
296483.1389524342,0.009641625824610856,-0.546970124884789,16.24110401034014
301995.1720402016,0.007678771796777013,-0.534918083878978,15.96005167319432
307609.6814740708,0.00631780583007076,-0.5205011258584831,15.65891321526038
313328.5724315585,0.001390786303057815,-0.5082770048724015,15.39068657936213
319153.7855100762,0.003819430174192252,-0.496180971743177,15.12378277160252
325087.2973854344,-0.002092461711294292,-0.4858438225979395,14.84876380535366
331131.1214825911,0.0005723648576830477,-0.475315343740121,14.57927658427969
337287.3086588689,-0.004122241979881799,-0.4637474312826638,14.30876304821837
343557.9478998746,-0.006260296864429927,-0.4510972948160305,14.05714353659076
349945.1670283573,-0.007779018572585399,-0.4425294520607004,13.79263892321532
356451.1334262443,-0.006575682108004315,-0.4321623007031989,13.54450080175684
363078.0547701014,-0.008582082257836507,-0.4228556415389475,13.30772755860428
369828.1797802662,-0.01253675454467855,-0.4136047171094095,13.0573175912553
376703.798983909,-0.01433033439907743,-0.4026537300763453,12.80634395069139
383707.2454922788,-0.02413973461203724,-0.3950104425969335,12.57686351974306
390840.8957924021,-0.01885844788932151,-0.3872093943352201,12.34009460603929
398107.1705534973,-0.02622267272447207,-0.3780798277349076,12.11954373898889
405508.5354483839,-0.02148370244611945,-0.3696329364087583,11.88221908054879
413047.5019901614,-0.02381540486172232,-0.362209573899724,11.66300387737851
420726.6283844442,-0.03647614104308222,-0.3562625901079555,11.43673355377479
428548.5203974396,-0.02890719769194727,-0.3491281159481384,11.22889362194852
436515.8322401661,-0.02926761040925358,-0.3403049946850352,11.01131954607632
444631.2674691088,-0.04058665788712224,-0.3334829188876409,10.79856626993607
452897.5799036209,-0.03623749679736141,-0.325920891464041,10.60031645206487
461317.5745603796,-0.03638373716509614,-0.3209675295698273,10.38123720713324
469894.1086052156,-0.05555453816334138,-0.3147052099755872,10.18569299661979
478630.0923226385,-0.04013796757576849,-0.3085996445165718,9.981386453974942
487528.4901033865,-0.0424727315168856,-0.3020374996333943,9.790601916193907
496592.3214503363,-0.04491342075160838,-0.2973631154060754,9.603641016744135
505824.6620031143,-0.05606475232916617,-0.2911334320519957,9.412540271823786
515228.6445817567,-0.04879511504572949,-0.2863873965347418,9.227439201411158
524807.4602497729,-0.05217616902860805,-0.2802232943386506,9.037499398905084
534564.3593969719,-0.05457417498872247,-0.2741181367952014,8.859413610820212
544502.6528424216,-0.05942133704784264,-0.2695155109512485,8.671894194645773
554625.7129579111,-0.06658103217134556,-0.2647635918223658,8.503031620603508
564936.9748123022,-0.05926863982035369,-0.2611140024714453,8.330607320604457
575439.9373371566,-0.06142492172468657,-0.255510217410109,8.155957558960679
586138.1645140285,-0.0640021911365613,-0.2514552767358051,7.986196884373584
597035.2865838367,-0.06663215624864635,-0.2469779422905029,7.827757192625356
608135.0012787177,-0.06820283050161537,-0.2425632379678972,7.653243978398052
619441.0750767811,-0.07011614528702538,-0.2389932467781272,7.49378307976248
630957.344480193,-0.07259231770139238,-0.2351393143058256,7.335820436349408
642687.7173170194,-0.07702584595110309,-0.2306978697649818,7.179221628561706
654636.1740672747,-0.07959491341293999,-0.2275213203827764,7.020260568255779
666806.769213622,-0.08375187884132336,-0.2249464521691624,6.862610681339831
679203.6326171843,-0.08299321903375903,-0.2206527578201759,6.710011364950091
691830.9709189363,-0.08421027812796317,-0.2177671691895697,6.557586634732381
704693.0689671467,-0.08549825685691254,-0.2134710497020678,6.414301019685524
717794.2912713615,-0.08563233347541929,-0.2115457914666979,6.267612309108685
731139.0834834173,-0.08809166887079306,-0.2082395812655596,6.121019374909537
744731.9739059889,-0.09007720619710961,-0.2056743072588637,5.980750338299075
758577.5750291835,-0.09252389729402252,-0.2026658901524383,5.842995484696317
772680.5850957021,-0.09590549272975912,-0.1984812452859661,5.708017750453848
787045.7896950984,-0.1098713792089942,-0.1962425950113194,5.559148937318284
801678.0633876791,-0.1013354204400786,-0.1939761134159303,5.427735037171399
816582.3713585923,-0.1017828745909894,-0.1921994675228919,5.296169699952483
831763.7711026708,-0.1025699827809604,-0.1887193641547831,5.162035834131132
847227.4141405963,-0.1109252714209851,-0.1868835930901038,5.032317542069279
862978.5477669701,-0.1082349680415433,-0.1843442729246263,4.90890092568732
879022.5168308843,-0.1100538384109022,-0.1815695893444503,4.777095465719214
895364.7655495937,-0.113824389402029,-0.1799798129821533,4.654410942271568
912010.8393559096,-0.1149956266698095,-0.1770206981033443,4.522529531633225
928966.3867799363,-0.1167439757443513,-0.1746086091043808,4.401443322585004
946237.161365793,-0.131620059486454,-0.1729861990561371,4.277672428843317
963829.0236239705,-0.1209589545696822,-0.1709152571691297,4.151326838469373
981747.9430199844,-0.1310234452527783,-0.1688578233829883,4.038950468362358
1000000,-0.1255312555261262,-0.1671000925755556,3.915004023846365
